index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possession,a_possession,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
1837,19-20,1,Bayern München,Hertha BSC,2,2,1,2,17,6,114.47,119.19,661,282,582,201,79,81,0.88,0.71,0.7,0.3,0.57,0.43,6,18,18,6,2,0,12,0
1838,19-20,1,Borussia Dortmund,FC Augsburg,5,1,1,1,22,5,110.57,113.09,886,246,818,177,68,69,0.92,0.72,0.78,0.22,0.48,0.52,8,7,6,8,0,0,10,0
1839,19-20,1,Bayer 04 Leverkusen,SC Paderborn 07,3,2,2,2,13,9,122.81,123.08,763,267,660,172,103,95,0.87,0.64,0.74,0.26,0.5,0.5,8,13,9,8,3,0,6,6
1840,19-20,1,VfL Wolfsburg,1. FC Köln,2,1,1,0,15,11,116.85,111.96,377,411,281,312,96,99,0.75,0.76,0.47,0.53,0.5,0.5,15,18,18,15,3,1,2,6
1841,19-20,1,Werder Bremen,Fortuna Düsseldorf,1,3,0,1,24,12,115.24,117.77,639,308,558,236,81,72,0.87,0.77,0.67,0.33,0.51,0.49,9,13,13,8,2,1,14,5
1842,19-20,1,SC Freiburg,1. FSV Mainz 05,3,0,0,0,19,19,112.51,107.96,400,372,312,285,88,87,0.78,0.77,0.53,0.47,0.61,0.39,6,14,14,6,0,2,5,5
1843,19-20,1,Bor. Mönchengladbach,FC Schalke 04,0,0,0,0,16,8,112.24,115.64,519,351,418,249,101,102,0.81,0.71,0.6,0.4,0.48,0.52,10,11,10,8,1,2,8,3
1844,19-20,1,Eintracht Frankfurt,TSG Hoffenheim,1,0,1,0,15,9,107.43,109.15,250,567,158,468,92,99,0.63,0.83,0.32,0.68,0.48,0.52,19,9,9,16,2,4,10,5
1845,19-20,1,1. FC Union Berlin,RB Leipzig,0,4,0,3,13,14,112.92,113.84,325,605,231,516,94,89,0.71,0.85,0.36,0.64,0.47,0.53,14,7,5,14,3,1,3,6
1846,19-20,2,1. FC Köln,Borussia Dortmund,1,3,1,0,13,14,115.12,114.44,232,675,152,590,80,85,0.66,0.87,0.26,0.74,0.47,0.53,12,11,10,11,2,1,7,8
1847,19-20,2,TSG Hoffenheim,Werder Bremen,3,2,0,1,10,18,115.96,113.72,510,425,430,325,80,100,0.84,0.76,0.54,0.46,0.5,0.5,14,17,15,13,5,1,3,6
1848,19-20,2,Fortuna Düsseldorf,Bayer 04 Leverkusen,1,3,0,3,12,12,111.57,119.37,296,644,217,567,79,77,0.73,0.88,0.32,0.68,0.44,0.56,15,11,10,14,1,1,1,5
1849,19-20,2,1. FSV Mainz 05,Bor. Mönchengladbach,1,3,1,1,20,15,113.23,115.36,378,422,299,334,79,88,0.79,0.79,0.48,0.52,0.54,0.46,13,15,14,12,1,0,3,5
1850,19-20,2,FC Augsburg,1. FC Union Berlin,1,1,0,0,12,11,108.97,109.89,382,322,265,216,117,106,0.69,0.67,0.54,0.46,0.49,0.51,17,19,19,16,3,2,3,4
1851,19-20,2,SC Paderborn 07,SC Freiburg,1,3,1,2,16,9,109.23,111.8,398,335,320,243,78,92,0.8,0.73,0.54,0.46,0.45,0.55,21,6,6,20,3,1,9,5
1852,19-20,2,FC Schalke 04,Bayern München,0,3,0,1,11,10,114.67,113.03,353,704,278,621,75,83,0.79,0.88,0.34,0.66,0.52,0.48,11,10,9,11,2,1,3,4
1853,19-20,2,RB Leipzig,Eintracht Frankfurt,2,1,1,0,12,10,117.31,113.62,408,524,314,431,94,93,0.77,0.82,0.44,0.56,0.58,0.42,10,15,13,10,1,3,4,1
1854,19-20,2,Hertha BSC,VfL Wolfsburg,0,3,0,1,9,10,110.27,116.44,496,383,393,280,103,103,0.79,0.73,0.57,0.43,0.47,0.53,15,12,10,15,1,5,2,5
1855,19-20,3,Bor. Mönchengladbach,RB Leipzig,1,3,0,1,12,14,116.33,119.63,469,502,389,410,80,92,0.83,0.82,0.49,0.51,0.51,0.49,18,19,19,17,4,3,9,5
1856,19-20,3,Bayern München,1. FSV Mainz 05,6,1,2,1,18,7,109.57,110.9,659,325,580,248,79,77,0.88,0.76,0.67,0.33,0.48,0.52,16,13,12,16,1,0,10,1
1857,19-20,3,Bayer 04 Leverkusen,TSG Hoffenheim,0,0,0,0,20,6,118.68,115.59,632,219,547,137,85,82,0.87,0.63,0.75,0.25,0.5,0.5,9,12,11,8,4,4,19,0
1858,19-20,3,VfL Wolfsburg,SC Paderborn 07,1,1,0,1,16,8,118.69,118.81,531,320,429,224,102,96,0.81,0.7,0.63,0.37,0.54,0.46,8,15,14,8,2,2,8,3
1859,19-20,3,SC Freiburg,1. FC Köln,1,2,1,0,15,10,112.73,110.75,391,353,298,263,93,90,0.76,0.75,0.53,0.47,0.48,0.52,6,15,15,6,1,0,5,6
1860,19-20,3,FC Schalke 04,Hertha BSC,3,0,1,0,9,10,116.34,112.72,528,388,451,326,77,62,0.85,0.84,0.58,0.42,0.45,0.55,15,10,10,13,1,4,5,3
1861,19-20,3,1. FC Union Berlin,Borussia Dortmund,3,1,1,1,15,13,126.39,119.15,255,762,162,666,93,96,0.64,0.87,0.26,0.74,0.32,0.68,13,2,2,13,2,2,7,4
1862,19-20,3,Werder Bremen,FC Augsburg,3,2,2,1,15,12,115.8,111.07,570,283,476,190,94,93,0.84,0.67,0.67,0.33,0.56,0.44,10,14,12,9,0,1,4,2
1863,19-20,3,Eintracht Frankfurt,Fortuna Düsseldorf,2,1,0,1,14,14,113.63,112.59,472,326,371,215,101,111,0.79,0.66,0.59,0.41,0.52,0.48,14,16,15,14,1,3,4,1
1864,19-20,4,Fortuna Düsseldorf,VfL Wolfsburg,1,1,1,1,12,15,115.72,118.2,345,487,247,399,98,88,0.72,0.82,0.42,0.58,0.56,0.44,7,15,14,7,1,1,3,8
1865,19-20,4,Borussia Dortmund,Bayer 04 Leverkusen,4,0,1,0,9,12,112.87,115.13,347,695,263,607,84,88,0.76,0.87,0.34,0.66,0.47,0.53,9,13,11,9,3,5,3,3
1866,19-20,4,1. FSV Mainz 05,Hertha BSC,2,1,1,0,12,16,107.84,106.69,409,373,337,314,72,59,0.82,0.84,0.52,0.48,0.51,0.49,16,11,11,16,0,0,6,3
1867,19-20,4,FC Augsburg,Eintracht Frankfurt,2,1,2,0,8,22,116.98,110.13,242,522,148,419,94,103,0.61,0.8,0.31,0.69,0.41,0.59,8,9,8,8,2,4,2,11
1868,19-20,4,1. FC Köln,Bor. Mönchengladbach,0,1,0,1,14,15,112.66,113.4,409,378,301,288,108,90,0.74,0.76,0.51,0.49,0.43,0.57,23,21,17,22,1,4,4,7
1869,19-20,4,1. FC Union Berlin,Werder Bremen,1,2,1,1,13,16,115.14,115.91,339,408,240,313,99,95,0.71,0.77,0.47,0.53,0.51,0.49,24,12,10,23,0,2,7,4
1870,19-20,4,RB Leipzig,Bayern München,1,1,1,1,12,14,121.72,118.39,362,760,275,667,87,93,0.76,0.88,0.32,0.68,0.43,0.57,12,4,4,11,1,2,3,6
1871,19-20,4,TSG Hoffenheim,SC Freiburg,0,3,0,2,24,18,110.65,111.72,572,269,489,184,83,85,0.85,0.68,0.68,0.32,0.53,0.47,11,6,6,11,0,2,12,4
1872,19-20,4,SC Paderborn 07,FC Schalke 04,1,5,1,1,11,17,112.71,113.1,368,431,276,345,92,86,0.75,0.8,0.46,0.54,0.48,0.52,17,12,12,17,0,3,3,5
1873,19-20,5,FC Schalke 04,1. FSV Mainz 05,2,1,1,0,18,14,121.34,119.96,461,428,346,319,115,109,0.75,0.75,0.52,0.48,0.6,0.4,7,15,14,7,2,0,5,5
1874,19-20,5,Bayern München,1. FC Köln,4,0,1,0,25,14,108.31,104.64,558,358,481,282,77,76,0.86,0.79,0.6,0.4,0.54,0.46,15,20,20,15,2,1,12,4
1875,19-20,5,Bayer 04 Leverkusen,1. FC Union Berlin,2,0,2,0,20,4,120.09,115.62,757,365,678,272,79,93,0.9,0.75,0.67,0.33,0.45,0.55,10,11,10,10,2,1,8,1
1876,19-20,5,Hertha BSC,SC Paderborn 07,2,1,1,0,6,18,115.99,118.98,325,510,226,410,99,100,0.7,0.8,0.38,0.62,0.58,0.42,13,14,14,13,3,2,1,8
1877,19-20,5,SC Freiburg,FC Augsburg,1,1,1,1,17,13,114.96,115.78,463,292,357,198,106,94,0.77,0.68,0.62,0.38,0.47,0.53,13,13,13,13,1,2,7,4
1878,19-20,5,Werder Bremen,RB Leipzig,0,3,0,2,8,14,114.35,112.98,479,539,407,463,72,76,0.85,0.86,0.47,0.53,0.5,0.5,12,15,13,12,3,1,4,7
1879,19-20,5,Bor. Mönchengladbach,Fortuna Düsseldorf,2,1,0,1,23,18,113.42,111.18,476,339,404,250,72,89,0.85,0.74,0.58,0.42,0.54,0.46,15,11,11,13,5,1,10,4
1880,19-20,5,Eintracht Frankfurt,Borussia Dortmund,2,2,1,1,18,16,115.37,110.48,356,607,259,512,97,95,0.73,0.84,0.37,0.63,0.47,0.53,18,11,11,18,0,2,5,8
1881,19-20,5,VfL Wolfsburg,TSG Hoffenheim,1,1,1,1,12,9,121.52,121.77,514,472,415,367,99,105,0.81,0.78,0.52,0.48,0.47,0.53,13,18,18,11,6,2,4,6
1882,19-20,6,1. FC Union Berlin,Eintracht Frankfurt,1,2,0,0,11,17,118.23,117.65,455,393,331,271,124,122,0.73,0.69,0.53,0.47,0.49,0.51,11,12,12,11,2,0,4,5
1883,19-20,6,RB Leipzig,FC Schalke 04,1,3,0,2,16,13,122.45,124.45,619,340,503,224,116,116,0.81,0.66,0.65,0.35,0.56,0.44,13,14,11,13,2,5,8,4
1884,19-20,6,TSG Hoffenheim,Bor. Mönchengladbach,0,3,0,1,17,12,113.96,114.55,470,436,388,347,82,89,0.83,0.8,0.52,0.48,0.47,0.53,11,13,11,10,1,1,2,5
1885,19-20,6,1. FSV Mainz 05,VfL Wolfsburg,0,1,0,1,15,4,113.11,116.63,426,405,332,296,94,109,0.78,0.73,0.53,0.47,0.51,0.49,11,16,15,8,0,0,10,1
1886,19-20,6,FC Augsburg,Bayer 04 Leverkusen,0,3,0,1,7,11,114.71,114.78,274,830,174,737,100,93,0.64,0.89,0.25,0.75,0.45,0.55,16,9,9,15,1,2,1,3
1887,19-20,6,SC Paderborn 07,Bayern München,2,3,0,1,10,18,125.48,118.8,350,649,272,554,78,95,0.78,0.85,0.36,0.64,0.4,0.6,8,6,6,8,2,0,11,5
1888,19-20,6,Borussia Dortmund,Werder Bremen,2,2,2,1,18,11,121.22,124.16,750,399,677,322,73,77,0.9,0.81,0.66,0.34,0.5,0.5,8,10,10,8,0,3,9,2
1889,19-20,6,Fortuna Düsseldorf,SC Freiburg,1,2,1,1,18,9,109.22,114.15,481,408,405,328,76,80,0.84,0.8,0.55,0.45,0.58,0.42,9,11,11,9,4,0,5,1
1890,19-20,6,1. FC Köln,Hertha BSC,0,4,0,1,9,10,103.98,112.68,438,379,375,306,63,73,0.86,0.81,0.54,0.46,0.53,0.47,10,13,13,10,3,0,8,4
1891,19-20,7,Hertha BSC,Fortuna Düsseldorf,3,1,2,1,17,10,118.44,113.13,448,396,377,321,71,75,0.84,0.81,0.53,0.47,0.6,0.4,17,18,18,16,0,0,9,2
1892,19-20,7,Bayern München,TSG Hoffenheim,1,2,0,0,20,8,122.14,126.97,691,394,605,295,86,99,0.88,0.75,0.64,0.36,0.52,0.48,9,12,12,9,2,1,9,3
1893,19-20,7,Bayer 04 Leverkusen,RB Leipzig,1,1,0,0,11,11,122.46,119.71,718,386,607,272,111,114,0.85,0.7,0.65,0.35,0.45,0.55,12,13,12,11,5,7,4,0
1894,19-20,7,SC Freiburg,Borussia Dortmund,2,2,0,1,6,8,123.24,118.15,394,767,294,659,100,108,0.75,0.86,0.34,0.66,0.48,0.52,10,8,8,10,1,2,3,11
1895,19-20,7,SC Paderborn 07,1. FSV Mainz 05,1,2,1,2,16,16,122.92,120.03,573,301,485,220,88,81,0.85,0.73,0.65,0.35,0.55,0.45,9,19,18,8,2,2,7,10
1896,19-20,7,FC Schalke 04,1. FC Köln,1,1,0,0,15,9,114.03,115.9,422,351,320,250,102,101,0.76,0.71,0.55,0.45,0.48,0.52,17,17,16,16,2,3,6,4
1897,19-20,7,Bor. Mönchengladbach,FC Augsburg,5,1,4,0,12,14,113.44,110.4,572,332,498,254,74,78,0.87,0.77,0.63,0.37,0.55,0.45,9,9,9,9,4,1,2,7
1898,19-20,7,VfL Wolfsburg,1. FC Union Berlin,1,0,0,0,13,14,116.11,116.49,413,390,295,257,118,133,0.71,0.66,0.52,0.48,0.38,0.62,18,15,15,17,3,1,5,4
1899,19-20,7,Eintracht Frankfurt,Werder Bremen,2,2,0,1,25,11,113.01,112.9,472,311,373,218,99,93,0.79,0.7,0.62,0.38,0.46,0.54,12,8,8,12,3,2,10,1
1900,19-20,8,Eintracht Frankfurt,Bayer 04 Leverkusen,3,0,2,0,10,19,112.63,113.42,316,591,193,494,123,97,0.61,0.84,0.35,0.65,0.5,0.5,11,12,10,10,4,1,4,1
1901,19-20,8,RB Leipzig,VfL Wolfsburg,1,1,0,0,15,13,114.26,113.7,514,392,386,278,128,114,0.75,0.71,0.57,0.43,0.52,0.48,13,11,9,10,3,2,3,3
1902,19-20,8,Werder Bremen,Hertha BSC,1,1,1,0,16,12,119.07,115.98,546,483,456,399,90,84,0.84,0.83,0.53,0.47,0.34,0.66,9,12,11,8,0,1,7,5
1903,19-20,8,Fortuna Düsseldorf,1. FSV Mainz 05,1,0,0,0,20,7,109.03,107.56,458,386,378,304,80,82,0.83,0.79,0.56,0.44,0.57,0.43,11,18,17,11,0,3,8,1
1904,19-20,8,FC Augsburg,Bayern München,2,2,1,1,9,24,119.21,111.47,204,766,128,693,76,73,0.63,0.9,0.22,0.78,0.35,0.65,11,7,6,10,3,0,3,7
1905,19-20,8,1. FC Union Berlin,SC Freiburg,2,0,1,0,16,12,124.39,119.57,346,551,255,437,91,114,0.74,0.79,0.39,0.61,0.45,0.55,21,13,13,21,1,1,3,4
1906,19-20,8,Borussia Dortmund,Bor. Mönchengladbach,1,0,0,0,16,14,115.93,116.56,484,403,387,307,97,96,0.8,0.76,0.54,0.46,0.56,0.44,13,16,15,13,4,1,10,8
1907,19-20,8,1. FC Köln,SC Paderborn 07,3,0,1,0,17,9,119.57,119.54,391,537,297,462,94,75,0.76,0.86,0.42,0.58,0.6,0.4,7,8,7,6,1,1,6,9
1908,19-20,8,TSG Hoffenheim,FC Schalke 04,2,0,0,0,9,11,115.76,114.87,349,474,257,388,92,86,0.74,0.82,0.42,0.58,0.5,0.5,12,16,14,12,1,3,3,8
1909,19-20,9,1. FSV Mainz 05,1. FC Köln,3,1,1,1,18,17,113.14,113.0,370,405,286,309,84,96,0.77,0.76,0.48,0.52,0.44,0.56,20,9,9,20,1,1,5,10
1910,19-20,9,Bayern München,1. FC Union Berlin,2,1,1,0,20,6,114.56,119.05,671,343,590,261,81,82,0.88,0.76,0.66,0.34,0.54,0.46,10,16,15,9,2,4,8,2
1911,19-20,9,Hertha BSC,TSG Hoffenheim,2,3,0,2,13,17,112.6,114.9,375,511,296,412,79,99,0.79,0.81,0.43,0.57,0.5,0.5,17,11,11,17,3,2,4,4
1912,19-20,9,SC Freiburg,RB Leipzig,2,1,1,0,14,24,118.02,117.34,378,592,300,513,78,79,0.79,0.87,0.4,0.6,0.41,0.59,9,9,9,9,3,1,5,4
1913,19-20,9,FC Schalke 04,Borussia Dortmund,0,0,0,0,14,8,112.98,112.6,353,484,266,382,87,102,0.75,0.79,0.43,0.57,0.45,0.55,9,9,6,8,5,1,8,2
1914,19-20,9,SC Paderborn 07,Fortuna Düsseldorf,2,0,1,0,14,18,113.48,106.88,363,382,267,286,96,96,0.74,0.75,0.49,0.51,0.45,0.55,23,16,16,23,2,1,4,7
1915,19-20,9,Bayer 04 Leverkusen,Werder Bremen,2,2,1,1,24,11,120.12,117.64,512,333,436,244,76,89,0.85,0.73,0.62,0.38,0.53,0.47,14,13,13,12,2,0,10,1
1916,19-20,9,VfL Wolfsburg,FC Augsburg,0,0,0,0,14,10,116.71,114.44,438,340,325,236,113,104,0.74,0.69,0.57,0.43,0.51,0.49,14,14,13,11,3,1,5,3
1917,19-20,9,Bor. Mönchengladbach,Eintracht Frankfurt,4,2,2,0,13,15,123.4,119.61,418,422,311,313,107,109,0.74,0.74,0.49,0.51,0.51,0.49,13,15,11,12,1,4,5,6
1918,19-20,10,TSG Hoffenheim,SC Paderborn 07,3,0,3,0,12,9,118.22,119.46,779,441,733,389,46,52,0.94,0.88,0.63,0.37,0.53,0.47,7,12,12,7,2,1,4,4
1919,19-20,10,Borussia Dortmund,VfL Wolfsburg,3,0,0,0,17,12,118.95,116.44,641,342,548,256,93,86,0.85,0.75,0.65,0.35,0.5,0.5,12,19,18,12,1,2,7,2
1920,19-20,10,RB Leipzig,1. FSV Mainz 05,8,0,5,0,18,9,114.82,110.22,730,349,642,258,88,91,0.88,0.74,0.68,0.32,0.43,0.57,11,7,7,10,0,2,3,4
1921,19-20,10,Bayer 04 Leverkusen,Bor. Mönchengladbach,1,2,1,2,25,10,120.93,121.58,552,370,454,272,98,98,0.82,0.74,0.61,0.39,0.56,0.44,13,9,8,13,3,4,13,0
1922,19-20,10,Eintracht Frankfurt,Bayern München,5,1,2,1,17,8,117.21,103.64,391,593,303,506,88,87,0.77,0.85,0.4,0.6,0.47,0.53,14,7,7,12,2,3,3,0
1923,19-20,10,Werder Bremen,SC Freiburg,2,2,1,1,21,13,117.85,116.17,437,511,350,431,87,80,0.8,0.84,0.46,0.54,0.47,0.53,18,10,9,17,0,2,5,0
1924,19-20,10,1. FC Union Berlin,Hertha BSC,1,0,0,0,14,7,115.57,110.73,447,377,332,278,115,99,0.74,0.74,0.54,0.46,0.45,0.55,14,10,9,14,3,1,1,4
1925,19-20,10,Fortuna Düsseldorf,1. FC Köln,2,0,1,0,9,8,109.13,108.21,301,476,207,384,94,92,0.69,0.81,0.39,0.61,0.54,0.46,11,20,20,11,0,2,3,4
1926,19-20,10,FC Augsburg,FC Schalke 04,2,3,1,1,12,10,115.21,115.21,263,544,168,452,95,92,0.64,0.83,0.33,0.67,0.48,0.52,13,11,10,12,2,3,1,6
1927,19-20,11,1. FC Köln,TSG Hoffenheim,1,2,1,0,11,15,114.68,115.51,390,477,311,389,79,88,0.8,0.82,0.45,0.55,0.53,0.47,21,14,14,20,0,0,5,7
1928,19-20,11,Hertha BSC,RB Leipzig,2,4,1,2,7,10,112.03,117.96,365,586,250,467,115,119,0.68,0.8,0.38,0.62,0.45,0.55,12,12,11,9,2,2,0,5
1929,19-20,11,1. FSV Mainz 05,1. FC Union Berlin,2,3,0,2,16,14,119.13,124.18,463,392,359,272,104,120,0.78,0.69,0.55,0.45,0.48,0.52,16,16,15,15,5,1,3,2
1930,19-20,11,FC Schalke 04,Fortuna Düsseldorf,3,3,1,0,12,9,113.87,113.28,437,317,331,218,106,99,0.76,0.69,0.57,0.43,0.56,0.44,10,17,16,9,2,0,2,4
1931,19-20,11,SC Paderborn 07,FC Augsburg,0,1,0,1,11,13,114.91,111.97,476,303,396,208,80,95,0.83,0.69,0.61,0.39,0.52,0.48,15,12,12,14,0,4,5,7
1932,19-20,11,Bayern München,Borussia Dortmund,4,0,1,0,18,2,119.74,120.24,641,429,561,345,80,84,0.88,0.8,0.6,0.4,0.63,0.37,11,12,12,11,6,2,2,1
1933,19-20,11,Bor. Mönchengladbach,Werder Bremen,3,1,2,0,17,16,111.73,110.64,456,382,369,282,87,100,0.81,0.74,0.54,0.46,0.57,0.43,18,13,10,17,4,0,3,8
1934,19-20,11,VfL Wolfsburg,Bayer 04 Leverkusen,0,2,0,1,10,9,127.95,129.35,451,535,316,410,135,125,0.7,0.77,0.47,0.53,0.53,0.47,9,11,9,8,3,1,9,0
1935,19-20,11,SC Freiburg,Eintracht Frankfurt,1,0,0,0,13,17,116.41,112.14,389,374,307,279,82,95,0.79,0.75,0.51,0.49,0.41,0.59,7,13,12,7,3,1,8,10
1936,19-20,12,Borussia Dortmund,SC Paderborn 07,3,3,0,3,17,9,123.98,128.91,723,355,631,270,92,85,0.87,0.76,0.67,0.33,0.52,0.48,9,7,7,9,4,5,10,2
1937,19-20,12,Bayer 04 Leverkusen,SC Freiburg,1,1,1,1,27,8,121.83,121.22,685,276,582,174,103,102,0.85,0.63,0.72,0.28,0.61,0.39,10,14,13,10,3,0,13,3
1938,19-20,12,Eintracht Frankfurt,VfL Wolfsburg,0,2,0,1,17,9,109.5,107.99,458,217,365,130,93,87,0.8,0.6,0.69,0.31,0.52,0.48,13,23,22,13,2,3,12,1
1939,19-20,12,Werder Bremen,FC Schalke 04,1,2,0,1,18,11,117.34,118.34,466,478,356,385,110,93,0.76,0.81,0.5,0.5,0.55,0.45,12,16,15,12,1,6,1,3
1940,19-20,12,Fortuna Düsseldorf,Bayern München,0,4,0,3,13,17,111.44,111.84,268,692,190,621,78,71,0.71,0.9,0.29,0.71,0.47,0.53,8,6,6,8,3,6,8,6
1941,19-20,12,1. FC Union Berlin,Bor. Mönchengladbach,2,0,1,0,11,13,126.13,121.92,368,612,236,486,132,126,0.64,0.79,0.37,0.63,0.49,0.51,12,7,7,12,1,2,2,6
1942,19-20,12,RB Leipzig,1. FC Köln,4,1,3,1,21,6,113.36,111.45,719,317,627,229,92,88,0.87,0.72,0.69,0.31,0.54,0.46,9,15,15,9,3,6,13,3
1943,19-20,12,FC Augsburg,Hertha BSC,4,0,2,0,14,5,114.8,106.49,423,387,340,311,83,76,0.8,0.8,0.52,0.48,0.58,0.42,9,19,18,8,3,2,3,3
1944,19-20,12,TSG Hoffenheim,1. FSV Mainz 05,1,5,0,1,20,12,115.1,112.4,534,306,454,229,80,77,0.85,0.75,0.63,0.37,0.5,0.5,12,14,13,10,1,2,14,3
1945,19-20,13,FC Schalke 04,1. FC Union Berlin,2,1,1,1,17,17,117.98,119.04,483,387,368,281,115,106,0.76,0.73,0.55,0.45,0.51,0.49,12,13,13,10,4,2,7,4
1946,19-20,13,TSG Hoffenheim,Fortuna Düsseldorf,1,1,1,0,12,11,117.85,114.37,504,457,403,387,101,70,0.8,0.85,0.51,0.49,0.53,0.47,12,16,16,11,2,3,2,5
1947,19-20,13,Hertha BSC,Borussia Dortmund,1,2,1,2,13,7,120.55,113.96,500,543,407,445,93,98,0.81,0.82,0.48,0.52,0.57,0.43,14,10,9,13,4,0,2,2
1948,19-20,13,1. FC Köln,FC Augsburg,1,1,0,1,13,11,108.21,110.79,433,341,351,259,82,82,0.81,0.76,0.55,0.45,0.5,0.5,15,17,14,15,0,1,4,8
1949,19-20,13,SC Paderborn 07,RB Leipzig,2,3,0,3,8,18,122.77,123.67,490,463,388,373,102,90,0.79,0.81,0.52,0.48,0.46,0.54,10,13,13,10,4,3,6,6
1950,19-20,13,Bayern München,Bayer 04 Leverkusen,1,2,1,2,23,11,118.45,124.62,708,241,618,161,90,80,0.87,0.67,0.75,0.25,0.61,0.39,9,16,16,9,4,4,8,2
1951,19-20,13,Bor. Mönchengladbach,SC Freiburg,4,2,1,1,23,12,119.9,117.3,443,427,360,350,83,77,0.81,0.82,0.5,0.5,0.56,0.44,15,16,15,13,1,0,2,3
1952,19-20,13,VfL Wolfsburg,Werder Bremen,2,3,1,2,20,10,117.33,118.33,472,317,357,201,115,116,0.76,0.63,0.6,0.4,0.47,0.53,15,16,14,14,4,1,9,3
1953,19-20,13,1. FSV Mainz 05,Eintracht Frankfurt,2,1,0,1,18,14,121.8,115.39,455,380,362,284,93,96,0.8,0.75,0.54,0.46,0.47,0.53,13,10,10,13,2,2,8,6
1954,19-20,14,Eintracht Frankfurt,Hertha BSC,2,2,0,1,25,9,114.55,115.36,467,287,369,185,98,102,0.79,0.64,0.64,0.36,0.47,0.53,11,15,15,10,2,1,16,1
1955,19-20,14,Borussia Dortmund,Fortuna Düsseldorf,5,0,1,0,23,2,116.05,113.11,942,328,884,249,58,79,0.94,0.76,0.74,0.26,0.58,0.42,8,10,10,8,2,2,6,0
1956,19-20,14,RB Leipzig,TSG Hoffenheim,3,1,1,0,25,11,124.22,122.1,417,619,334,511,83,108,0.8,0.83,0.41,0.59,0.51,0.49,16,5,5,14,4,2,8,6
1957,19-20,14,Bor. Mönchengladbach,Bayern München,2,1,0,0,7,16,117.85,115.62,323,531,235,444,88,87,0.73,0.84,0.38,0.62,0.53,0.47,14,18,17,12,5,1,2,5
1958,19-20,14,SC Freiburg,VfL Wolfsburg,1,0,0,0,10,10,115.71,115.24,378,376,276,266,102,110,0.73,0.71,0.5,0.5,0.52,0.48,14,21,20,13,1,1,2,7
1959,19-20,14,FC Augsburg,1. FSV Mainz 05,2,1,1,1,18,12,110.87,109.11,351,350,250,243,101,107,0.71,0.69,0.51,0.49,0.5,0.5,15,15,14,13,0,3,8,2
1960,19-20,14,Bayer 04 Leverkusen,FC Schalke 04,2,1,1,0,19,5,121.18,117.56,478,385,366,254,112,131,0.77,0.66,0.56,0.44,0.5,0.5,13,13,11,12,3,3,9,0
1961,19-20,14,1. FC Union Berlin,1. FC Köln,2,0,1,0,12,14,117.34,113.51,437,353,318,223,119,130,0.73,0.63,0.55,0.45,0.54,0.46,21,19,17,21,1,0,3,5
1962,19-20,14,Werder Bremen,SC Paderborn 07,0,1,0,0,12,16,125.49,126.71,478,410,382,320,96,90,0.8,0.78,0.54,0.46,0.47,0.53,10,13,13,10,2,3,13,6
1963,19-20,15,TSG Hoffenheim,FC Augsburg,2,4,1,1,19,6,117.41,122.87,658,212,575,135,83,77,0.87,0.64,0.76,0.24,0.48,0.52,10,7,7,10,6,5,11,1
1964,19-20,15,Bayern München,Werder Bremen,6,1,2,1,28,10,116.69,117.2,738,272,657,191,81,81,0.89,0.7,0.73,0.27,0.44,0.56,15,13,12,13,0,3,8,2
1965,19-20,15,Hertha BSC,SC Freiburg,1,0,0,0,16,15,115.1,118.04,359,566,274,472,85,94,0.76,0.83,0.38,0.62,0.51,0.49,11,6,5,9,0,1,4,7
1966,19-20,15,1. FSV Mainz 05,Borussia Dortmund,0,4,0,1,9,18,112.23,114.9,389,650,295,560,94,90,0.76,0.86,0.38,0.62,0.48,0.52,9,10,10,8,2,1,3,5
1967,19-20,15,1. FC Köln,Bayer 04 Leverkusen,2,0,0,0,13,6,116.44,113.83,380,610,280,521,100,89,0.74,0.85,0.39,0.61,0.47,0.53,14,12,9,12,8,2,3,4
1968,19-20,15,SC Paderborn 07,1. FC Union Berlin,1,1,1,1,13,16,113.77,116.06,442,322,340,213,102,109,0.77,0.66,0.57,0.43,0.45,0.55,19,16,16,19,1,2,2,3
1969,19-20,15,Fortuna Düsseldorf,RB Leipzig,0,3,0,1,4,22,104.1,110.96,298,689,224,633,74,56,0.75,0.92,0.3,0.7,0.49,0.51,12,10,10,11,0,0,3,9
1970,19-20,15,VfL Wolfsburg,Bor. Mönchengladbach,2,1,1,1,18,6,119.6,116.75,436,459,341,372,95,87,0.78,0.81,0.49,0.51,0.57,0.43,20,15,14,20,2,0,5,2
1971,19-20,15,FC Schalke 04,Eintracht Frankfurt,1,0,0,0,11,18,113.03,115.53,390,379,308,287,82,92,0.79,0.76,0.5,0.5,0.43,0.57,15,12,12,15,3,0,7,6
1972,19-20,16,Werder Bremen,1. FSV Mainz 05,0,5,0,4,14,17,115.13,117.66,518,337,440,261,78,76,0.85,0.77,0.6,0.4,0.39,0.61,14,13,13,13,0,2,8,5
