season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possesion,a_possesion,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
18-19,29,Fortuna Düsseldorf ,Bayern München ,1,4,0,2,7,19,"115,73 km","114,88 km",359,735,274,656,85,79,76%,89%,33%,67%,37%,63%,10,10,8,10,1,2,2,6
18-19,29,Eintracht Frankfurt ,FC Augsburg ,1,3,1,2,18,16,"110,36 km","115,7 km",323,432,213,317,110,115,66%,73%,44%,56%,49%,51%,19,9,9,17,4,7,8,2
18-19,30,Bayern München ,Werder Bremen ,1,0,0,0,28,3,"112,56 km","112,89 km",624,283,545,203,79,80,87%,72%,70%,30%,54%,46%,11,12,12,10,0,1,14,3
18-19,30,Bayer 04 Leverkusen ,1. FC Nürnberg ,2,0,0,0,21,5,"123,62 km","117,71 km",688,388,600,296,88,92,87%,76%,64%,36%,48%,52%,11,7,7,11,1,1,11,1
18-19,30,FC Augsburg ,VfB Stuttgart ,6,0,3,0,23,13,"113,21 km","105,65 km",443,404,360,333,83,71,81%,82%,52%,48%,43%,57%,14,7,6,13,3,0,9,4
18-19,30,1. FSV Mainz 05 ,Fortuna Düsseldorf ,3,1,1,1,21,16,"112,39 km","110,66 km",450,352,369,262,81,90,82%,74%,55%,45%,62%,38%,11,14,14,10,3,3,3,7
18-19,30,Bor. Mönchengladbach ,RB Leipzig ,1,2,0,1,15,13,"116,7 km","118,27 km",594,384,482,284,112,100,81%,74%,61%,39%,50%,50%,13,16,13,13,8,1,2,4
18-19,30,FC Schalke 04 ,TSG Hoffenheim ,2,5,0,2,15,11,"106,44 km","111,87 km",313,474,244,403,69,71,78%,85%,40%,60%,50%,50%,15,15,15,13,2,0,6,1
18-19,30,SC Freiburg ,Borussia Dortmund ,0,4,0,1,11,10,"117,95 km","117,07 km",466,684,404,609,62,75,87%,89%,41%,59%,53%,47%,11,6,6,10,5,1,5,3
18-19,30,Hertha BSC ,Hannover 96 ,0,0,0,0,16,13,"110,34 km","113,39 km",443,298,354,200,89,98,80%,67%,60%,40%,40%,60%,14,9,9,14,1,3,5,8
18-19,30,VfL Wolfsburg ,Eintracht Frankfurt ,1,1,0,0,20,12,"115,34 km","112,72 km",450,317,331,202,119,115,74%,64%,59%,41%,45%,55%,10,10,9,10,4,1,13,6
18-19,31,FC Augsburg ,Bayer 04 Leverkusen ,1,4,1,1,8,13,"116,02 km","118,9 km",291,872,200,791,91,81,69%,91%,26%,74%,47%,53%,11,8,8,11,2,5,3,3
18-19,31,Borussia Dortmund ,FC Schalke 04 ,2,4,1,2,8,8,"105,41 km","114,57 km",654,280,593,217,61,63,91%,78%,70%,30%,60%,40%,11,19,18,9,1,2,2,4
18-19,31,RB Leipzig ,SC Freiburg ,2,1,1,0,14,14,116 km,"117,74 km",405,464,309,376,96,88,76%,81%,47%,53%,51%,49%,15,17,15,15,0,3,5,4
18-19,31,Eintracht Frankfurt ,Hertha BSC ,0,0,0,0,11,11,"112,16 km","109,39 km",381,415,242,293,139,122,64%,71%,48%,52%,54%,46%,15,16,15,13,2,5,2,4
18-19,31,Hannover 96 ,1. FSV Mainz 05 ,1,0,0,0,8,23,"119,31 km","115,68 km",370,544,257,445,113,99,69%,82%,40%,60%,49%,51%,10,14,14,10,1,2,4,7
18-19,31,Fortuna Düsseldorf ,Werder Bremen ,4,1,2,1,13,18,"119,61 km","121,67 km",438,499,367,434,71,65,84%,87%,46%,54%,67%,33%,9,15,13,9,2,1,4,9
18-19,31,VfB Stuttgart ,Bor. Mönchengladbach ,1,0,0,0,13,18,"114,96 km","114,64 km",266,573,190,478,76,95,71%,83%,32%,68%,53%,47%,20,10,7,19,4,2,2,7
18-19,31,TSG Hoffenheim ,VfL Wolfsburg ,1,4,1,1,18,21,"116,88 km","119,04 km",399,500,309,404,90,96,77%,81%,45%,55%,46%,54%,13,10,9,13,1,1,9,3
18-19,31,1. FC Nürnberg ,Bayern München ,1,1,0,0,10,17,"118,56 km","114,65 km",311,613,214,537,97,76,69%,88%,33%,67%,48%,52%,12,10,9,11,1,0,5,5
18-19,32,1. FSV Mainz 05 ,RB Leipzig ,3,3,1,2,14,14,"119,36 km","118,15 km",519,383,392,266,127,117,76%,69%,58%,42%,48%,52%,14,13,12,14,9,1,6,4
18-19,32,Bayern München ,Hannover 96 ,3,1,2,0,27,2,"114,84 km","112,05 km",711,310,641,226,70,84,90%,73%,70%,30%,48%,52%,10,5,5,9,1,2,11,0
18-19,32,Bor. Mönchengladbach ,TSG Hoffenheim ,2,2,0,1,11,26,"113,32 km","115,6 km",350,474,277,404,73,70,79%,85%,42%,58%,51%,49%,10,18,18,10,1,5,2,7
18-19,32,Hertha BSC ,VfB Stuttgart ,3,1,2,0,13,15,"114,37 km","113,04 km",466,434,358,327,108,107,77%,75%,51%,49%,49%,51%,13,19,18,13,5,3,2,5
18-19,32,VfL Wolfsburg ,1. FC Nürnberg ,2,0,1,0,9,12,"115,99 km","113,3 km",448,377,364,288,84,89,81%,76%,54%,46%,57%,43%,8,14,12,8,0,0,4,5
18-19,32,Werder Bremen ,Borussia Dortmund ,2,2,0,2,14,20,"121,61 km","120,59 km",492,550,423,476,69,74,86%,87%,48%,52%,45%,55%,18,7,7,18,3,2,4,8
18-19,32,FC Schalke 04 ,FC Augsburg ,0,0,0,0,15,7,"112,18 km",116 km,505,506,431,427,74,79,85%,84%,50%,50%,64%,36%,4,6,6,4,1,0,7,4
18-19,32,SC Freiburg ,Fortuna Düsseldorf ,1,1,1,1,10,14,"112,85 km","112,92 km",357,563,272,496,85,67,76%,88%,39%,61%,47%,53%,12,11,11,12,1,1,5,4
18-19,32,Bayer 04 Leverkusen ,Eintracht Frankfurt ,6,1,6,1,16,6,"118,42 km","113,34 km",1059,237,953,146,106,91,90%,62%,81%,19%,56%,44%,3,12,12,3,1,3,1,4
18-19,33,TSG Hoffenheim ,Werder Bremen ,0,1,0,1,19,11,"118,93 km",118 km,536,291,440,191,96,100,82%,66%,65%,35%,51%,49%,16,12,10,16,3,1,1,4
18-19,33,Borussia Dortmund ,Fortuna Düsseldorf ,3,2,1,0,15,8,"118,24 km","117,19 km",686,438,624,362,62,76,91%,83%,61%,39%,50%,50%,12,12,12,11,0,2,2,4
18-19,33,Bayer 04 Leverkusen ,FC Schalke 04 ,1,1,1,0,18,7,"118,45 km","114,81 km",798,263,706,177,92,86,88%,67%,75%,25%,48%,52%,10,12,11,10,0,4,4,4
18-19,33,RB Leipzig ,Bayern München ,0,0,0,0,10,11,"115,68 km",115 km,344,624,241,532,103,92,70%,85%,35%,65%,48%,52%,11,9,9,11,2,7,1,6
18-19,33,VfB Stuttgart ,VfL Wolfsburg ,3,0,1,0,11,9,"111,12 km","111,14 km",319,473,220,378,99,95,69%,80%,41%,59%,55%,45%,14,10,10,14,3,3,3,3
18-19,33,FC Augsburg ,Hertha BSC ,3,4,1,0,5,24,"114,35 km","110,1 km",376,563,290,489,86,74,77%,87%,39%,61%,42%,58%,12,6,4,11,3,0,1,9
18-19,33,Hannover 96 ,SC Freiburg ,3,0,1,0,18,5,"115,78 km","115,85 km",535,395,459,313,76,82,86%,79%,58%,42%,53%,47%,15,12,12,15,0,1,5,3
18-19,33,1. FC Nürnberg ,Bor. Mönchengladbach ,0,4,0,0,12,16,"114,02 km","114,52 km",464,496,403,444,61,52,87%,90%,48%,52%,45%,55%,4,14,14,4,2,0,1,5
18-19,33,Eintracht Frankfurt ,1. FSV Mainz 05 ,0,2,0,0,13,15,"110,96 km","112,57 km",432,318,320,217,112,101,74%,68%,58%,42%,43%,57%,10,20,19,10,1,5,9,6
18-19,34,Bayern München ,Eintracht Frankfurt ,5,1,1,0,23,6,"108,54 km","104,73 km",480,309,386,199,94,110,80%,64%,61%,39%,56%,44%,8,15,13,7,8,0,5,3
18-19,34,FC Schalke 04 ,VfB Stuttgart ,0,0,0,0,12,16,"109,83 km","109,35 km",367,553,281,463,86,90,77%,84%,40%,60%,48%,52%,10,9,8,10,0,2,7,5
18-19,34,Bor. Mönchengladbach ,Borussia Dortmund ,0,2,0,1,7,12,"115,53 km","114,88 km",362,874,301,809,61,65,83%,93%,30%,70%,40%,60%,9,6,6,9,2,0,2,2
18-19,34,Hertha BSC ,Bayer 04 Leverkusen ,1,5,1,2,9,13,"104,94 km","113,11 km",396,714,318,638,78,76,80%,89%,36%,64%,54%,46%,10,14,14,10,1,1,4,3
18-19,34,Werder Bremen ,RB Leipzig ,2,1,1,0,6,10,"111,87 km","110,22 km",446,452,356,367,90,85,80%,81%,50%,50%,46%,54%,18,13,13,16,1,4,3,9
18-19,34,SC Freiburg ,1. FC Nürnberg ,5,1,2,0,18,14,"117,52 km","113,73 km",677,421,620,359,57,62,92%,85%,62%,38%,46%,54%,15,10,9,15,1,0,4,2
18-19,34,1. FSV Mainz 05 ,TSG Hoffenheim ,4,2,0,2,22,19,"116,74 km","111,92 km",458,350,397,277,61,73,87%,79%,57%,43%,42%,58%,18,11,8,17,1,0,8,5
18-19,34,VfL Wolfsburg ,FC Augsburg ,8,1,3,0,18,12,"112,73 km","109,53 km",452,372,362,275,90,97,80%,74%,56%,44%,43%,57%,7,12,11,5,3,2,6,5
18-19,34,Fortuna Düsseldorf ,Hannover 96 ,2,1,0,0,14,14,"112,29 km","115,14 km",458,382,382,325,76,57,83%,85%,54%,46%,44%,56%,13,9,9,13,2,2,2,7
19-20,1,Bayern München ,Hertha BSC ,2,2,1,2,17,6,"114,47 km","119,19 km",661,282,582,201,79,81,88%,71%,70%,30%,57%,43%,6,18,18,6,2,0,12,0
19-20,1,Borussia Dortmund ,FC Augsburg ,5,1,1,1,22,5,"110,57 km","113,09 km",886,246,818,177,68,69,92%,72%,78%,22%,48%,52%,8,7,6,8,0,0,10,0
19-20,1,Bayer 04 Leverkusen ,SC Paderborn 07 ,3,2,2,2,13,9,"122,81 km","123,08 km",763,267,660,172,103,95,87%,64%,74%,26%,50%,50%,8,13,9,8,3,0,6,6
19-20,1,VfL Wolfsburg ,1. FC Köln ,2,1,1,0,15,11,"116,85 km","111,96 km",377,411,281,312,96,99,75%,76%,47%,53%,50%,50%,15,18,18,15,3,1,2,6
19-20,1,Werder Bremen ,Fortuna Düsseldorf ,1,3,0,1,24,12,"115,24 km","117,77 km",639,308,558,236,81,72,87%,77%,67%,33%,51%,49%,9,13,13,8,2,1,14,5
19-20,1,SC Freiburg ,1. FSV Mainz 05 ,3,0,0,0,19,19,"112,51 km","107,96 km",400,372,312,285,88,87,78%,77%,53%,47%,61%,39%,6,14,14,6,0,2,5,5
19-20,1,Bor. Mönchengladbach ,FC Schalke 04 ,0,0,0,0,16,8,"112,24 km","115,64 km",519,351,418,249,101,102,81%,71%,60%,40%,48%,52%,10,11,10,8,1,2,8,3
19-20,1,Eintracht Frankfurt ,TSG Hoffenheim ,1,0,1,0,15,9,"107,43 km","109,15 km",250,567,158,468,92,99,63%,83%,32%,68%,48%,52%,19,9,9,16,2,4,10,5
19-20,1,1. FC Union Berlin ,RB Leipzig ,0,4,0,3,13,14,"112,92 km","113,84 km",325,605,231,516,94,89,71%,85%,36%,64%,47%,53%,14,7,5,14,3,1,3,6
19-20,2,1. FC Köln ,Borussia Dortmund ,1,3,1,0,13,14,"115,12 km","114,44 km",232,675,152,590,80,85,66%,87%,26%,74%,47%,53%,12,11,10,11,2,1,7,8
19-20,2,TSG Hoffenheim ,Werder Bremen ,3,2,0,1,10,18,"115,96 km","113,72 km",510,425,430,325,80,100,84%,76%,54%,46%,50%,50%,14,17,15,13,5,1,3,6
19-20,2,Fortuna Düsseldorf ,Bayer 04 Leverkusen ,1,3,0,3,12,12,"111,57 km","119,37 km",296,644,217,567,79,77,73%,88%,32%,68%,44%,56%,15,11,10,14,1,1,1,5
19-20,2,1. FSV Mainz 05 ,Bor. Mönchengladbach ,1,3,1,1,20,15,"113,23 km","115,36 km",378,422,299,334,79,88,79%,79%,48%,52%,54%,46%,13,15,14,12,1,0,3,5
19-20,2,FC Augsburg ,1. FC Union Berlin ,1,1,0,0,12,11,"108,97 km","109,89 km",382,322,265,216,117,106,69%,67%,54%,46%,49%,51%,17,19,19,16,3,2,3,4
19-20,2,SC Paderborn 07 ,SC Freiburg ,1,3,1,2,16,9,"109,23 km","111,8 km",398,335,320,243,78,92,80%,73%,54%,46%,45%,55%,21,6,6,20,3,1,9,5
19-20,2,FC Schalke 04 ,Bayern München ,0,3,0,1,11,10,"114,67 km","113,03 km",353,704,278,621,75,83,79%,88%,34%,66%,52%,48%,11,10,9,11,2,1,3,4
19-20,2,RB Leipzig ,Eintracht Frankfurt ,2,1,1,0,12,10,"117,31 km","113,62 km",408,524,314,431,94,93,77%,82%,44%,56%,58%,42%,10,15,13,10,1,3,4,1
19-20,2,Hertha BSC ,VfL Wolfsburg ,0,3,0,1,9,10,"110,27 km","116,44 km",496,383,393,280,103,103,79%,73%,57%,43%,47%,53%,15,12,10,15,1,5,2,5
19-20,3,Bor. Mönchengladbach ,RB Leipzig ,1,3,0,1,12,14,"116,33 km","119,63 km",469,502,389,410,80,92,83%,82%,49%,51%,51%,49%,18,19,19,17,4,3,9,5
19-20,3,Bayern München ,1. FSV Mainz 05 ,6,1,2,1,18,7,"109,57 km","110,9 km",659,325,580,248,79,77,88%,76%,67%,33%,48%,52%,16,13,12,16,1,0,10,1
19-20,3,Bayer 04 Leverkusen ,TSG Hoffenheim ,0,0,0,0,20,6,"118,68 km","115,59 km",632,219,547,137,85,82,87%,63%,75%,25%,50%,50%,9,12,11,8,4,4,19,0
19-20,3,VfL Wolfsburg ,SC Paderborn 07 ,1,1,0,1,16,8,"118,69 km","118,81 km",531,320,429,224,102,96,81%,70%,63%,37%,54%,46%,8,15,14,8,2,2,8,3
19-20,3,SC Freiburg ,1. FC Köln ,1,2,1,0,15,10,"112,73 km","110,75 km",391,353,298,263,93,90,76%,75%,53%,47%,48%,52%,6,15,15,6,1,0,5,6
19-20,3,FC Schalke 04 ,Hertha BSC ,3,0,1,0,9,10,"116,34 km","112,72 km",528,388,451,326,77,62,85%,84%,58%,42%,45%,55%,15,10,10,13,1,4,5,3
19-20,3,1. FC Union Berlin ,Borussia Dortmund ,3,1,1,1,15,13,"126,39 km","119,15 km",255,762,162,666,93,96,64%,87%,26%,74%,32%,68%,13,2,2,13,2,2,7,4
19-20,3,Werder Bremen ,FC Augsburg ,3,2,2,1,15,12,"115,8 km","111,07 km",570,283,476,190,94,93,84%,67%,67%,33%,56%,44%,10,14,12,9,0,1,4,2
19-20,3,Eintracht Frankfurt ,Fortuna Düsseldorf ,2,1,0,1,14,14,"113,63 km","112,59 km",472,326,371,215,101,111,79%,66%,59%,41%,52%,48%,14,16,15,14,1,3,4,1
19-20,4,Fortuna Düsseldorf ,VfL Wolfsburg ,1,1,1,1,12,15,"115,72 km","118,2 km",345,487,247,399,98,88,72%,82%,42%,58%,56%,44%,7,15,14,7,1,1,3,8
19-20,4,Borussia Dortmund ,Bayer 04 Leverkusen ,4,0,1,0,9,12,"112,87 km","115,13 km",347,695,263,607,84,88,76%,87%,34%,66%,47%,53%,9,13,11,9,3,5,3,3
19-20,4,1. FSV Mainz 05 ,Hertha BSC ,2,1,1,0,12,16,"107,84 km","106,69 km",409,373,337,314,72,59,82%,84%,52%,48%,51%,49%,16,11,11,16,0,0,6,3
19-20,4,FC Augsburg ,Eintracht Frankfurt ,2,1,2,0,8,22,"116,98 km","110,13 km",242,522,148,419,94,103,61%,80%,31%,69%,41%,59%,8,9,8,8,2,4,2,11
19-20,4,1. FC Köln ,Bor. Mönchengladbach ,0,1,0,1,14,15,"112,66 km","113,4 km",409,378,301,288,108,90,74%,76%,51%,49%,43%,57%,23,21,17,22,1,4,4,7
19-20,4,1. FC Union Berlin ,Werder Bremen ,1,2,1,1,13,16,"115,14 km","115,91 km",339,408,240,313,99,95,71%,77%,47%,53%,51%,49%,24,12,10,23,0,2,7,4
19-20,4,RB Leipzig ,Bayern München ,1,1,1,1,12,14,"121,72 km","118,39 km",362,760,275,667,87,93,76%,88%,32%,68%,43%,57%,12,4,4,11,1,2,3,6
19-20,4,TSG Hoffenheim ,SC Freiburg ,0,3,0,2,24,18,"110,65 km","111,72 km",572,269,489,184,83,85,85%,68%,68%,32%,53%,47%,11,6,6,11,0,2,12,4
19-20,4,SC Paderborn 07 ,FC Schalke 04 ,1,5,1,1,11,17,"112,71 km","113,1 km",368,431,276,345,92,86,75%,80%,46%,54%,48%,52%,17,12,12,17,0,3,3,5
19-20,5,FC Schalke 04 ,1. FSV Mainz 05 ,2,1,1,0,18,14,"121,34 km","119,96 km",461,428,346,319,115,109,75%,75%,52%,48%,60%,40%,7,15,14,7,2,0,5,5
19-20,5,Bayern München ,1. FC Köln ,4,0,1,0,25,14,"108,31 km","104,64 km",558,358,481,282,77,76,86%,79%,60%,40%,54%,46%,15,20,20,15,2,1,12,4
19-20,5,Bayer 04 Leverkusen ,1. FC Union Berlin ,2,0,2,0,20,4,"120,09 km","115,62 km",757,365,678,272,79,93,90%,75%,67%,33%,45%,55%,10,11,10,10,2,1,8,1
19-20,5,Hertha BSC ,SC Paderborn 07 ,2,1,1,0,6,18,"115,99 km","118,98 km",325,510,226,410,99,100,70%,80%,38%,62%,58%,42%,13,14,14,13,3,2,1,8
19-20,5,SC Freiburg ,FC Augsburg ,1,1,1,1,17,13,"114,96 km","115,78 km",463,292,357,198,106,94,77%,68%,62%,38%,47%,53%,13,13,13,13,1,2,7,4
19-20,5,Werder Bremen ,RB Leipzig ,0,3,0,2,8,14,"114,35 km","112,98 km",479,539,407,463,72,76,85%,86%,47%,53%,50%,50%,12,15,13,12,3,1,4,7
19-20,5,Bor. Mönchengladbach ,Fortuna Düsseldorf ,2,1,0,1,23,18,"113,42 km","111,18 km",476,339,404,250,72,89,85%,74%,58%,42%,54%,46%,15,11,11,13,5,1,10,4
19-20,5,Eintracht Frankfurt ,Borussia Dortmund ,2,2,1,1,18,16,"115,37 km","110,48 km",356,607,259,512,97,95,73%,84%,37%,63%,47%,53%,18,11,11,18,0,2,5,8
19-20,5,VfL Wolfsburg ,TSG Hoffenheim ,1,1,1,1,12,9,"121,52 km","121,77 km",514,472,415,367,99,105,81%,78%,52%,48%,47%,53%,13,18,18,11,6,2,4,6
19-20,6,1. FC Union Berlin ,Eintracht Frankfurt ,1,2,0,0,11,17,"118,23 km","117,65 km",455,393,331,271,124,122,73%,69%,53%,47%,49%,51%,11,12,12,11,2,0,4,5
19-20,6,RB Leipzig ,FC Schalke 04 ,1,3,0,2,16,13,"122,45 km","124,45 km",619,340,503,224,116,116,81%,66%,65%,35%,56%,44%,13,14,11,13,2,5,8,4
19-20,6,TSG Hoffenheim ,Bor. Mönchengladbach ,0,3,0,1,17,12,"113,96 km","114,55 km",470,436,388,347,82,89,83%,80%,52%,48%,47%,53%,11,13,11,10,1,1,2,5
19-20,6,1. FSV Mainz 05 ,VfL Wolfsburg ,0,1,0,1,15,4,"113,11 km","116,63 km",426,405,332,296,94,109,78%,73%,53%,47%,51%,49%,11,16,15,8,0,0,10,1
19-20,6,FC Augsburg ,Bayer 04 Leverkusen ,0,3,0,1,7,11,"114,71 km","114,78 km",274,830,174,737,100,93,64%,89%,25%,75%,45%,55%,16,9,9,15,1,2,1,3
19-20,6,SC Paderborn 07 ,Bayern München ,2,3,0,1,10,18,"125,48 km","118,8 km",350,649,272,554,78,95,78%,85%,36%,64%,40%,60%,8,6,6,8,2,0,11,5
19-20,6,Borussia Dortmund ,Werder Bremen ,2,2,2,1,18,11,"121,22 km","124,16 km",750,399,677,322,73,77,90%,81%,66%,34%,50%,50%,8,10,10,8,0,3,9,2
19-20,6,Fortuna Düsseldorf ,SC Freiburg ,1,2,1,1,18,9,"109,22 km","114,15 km",481,408,405,328,76,80,84%,80%,55%,45%,58%,42%,9,11,11,9,4,0,5,1
19-20,6,1. FC Köln ,Hertha BSC ,0,4,0,1,9,10,"103,98 km","112,68 km",438,379,375,306,63,73,86%,81%,54%,46%,53%,47%,10,13,13,10,3,0,8,4
19-20,7,Hertha BSC ,Fortuna Düsseldorf ,3,1,2,1,17,10,"118,44 km","113,13 km",448,396,377,321,71,75,84%,81%,53%,47%,60%,40%,17,18,18,16,0,0,9,2
19-20,7,Bayern München ,TSG Hoffenheim ,1,2,0,0,20,8,"122,14 km","126,97 km",691,394,605,295,86,99,88%,75%,64%,36%,52%,48%,9,12,12,9,2,1,9,3
19-20,7,Bayer 04 Leverkusen ,RB Leipzig ,1,1,0,0,11,11,"122,46 km","119,71 km",718,386,607,272,111,114,85%,70%,65%,35%,45%,55%,12,13,12,11,5,7,4,0
19-20,7,SC Freiburg ,Borussia Dortmund ,2,2,0,1,6,8,"123,24 km","118,15 km",394,767,294,659,100,108,75%,86%,34%,66%,48%,52%,10,8,8,10,1,2,3,11
19-20,7,SC Paderborn 07 ,1. FSV Mainz 05 ,1,2,1,2,16,16,"122,92 km","120,03 km",573,301,485,220,88,81,85%,73%,65%,35%,55%,45%,9,19,18,8,2,2,7,10
19-20,7,FC Schalke 04 ,1. FC Köln ,1,1,0,0,15,9,"114,03 km","115,9 km",422,351,320,250,102,101,76%,71%,55%,45%,48%,52%,17,17,16,16,2,3,6,4
19-20,7,Bor. Mönchengladbach ,FC Augsburg ,5,1,4,0,12,14,"113,44 km","110,4 km",572,332,498,254,74,78,87%,77%,63%,37%,55%,45%,9,9,9,9,4,1,2,7
19-20,7,VfL Wolfsburg ,1. FC Union Berlin ,1,0,0,0,13,14,"116,11 km","116,49 km",413,390,295,257,118,133,71%,66%,52%,48%,38%,62%,18,15,15,17,3,1,5,4
19-20,7,Eintracht Frankfurt ,Werder Bremen ,2,2,0,1,25,11,"113,01 km","112,9 km",472,311,373,218,99,93,79%,70%,62%,38%,46%,54%,12,8,8,12,3,2,10,1
19-20,8,Eintracht Frankfurt ,Bayer 04 Leverkusen ,3,0,2,0,10,19,"112,63 km","113,42 km",316,591,193,494,123,97,61%,84%,35%,65%,50%,50%,11,12,10,10,4,1,4,1
19-20,8,RB Leipzig ,VfL Wolfsburg ,1,1,0,0,15,13,"114,26 km","113,7 km",514,392,386,278,128,114,75%,71%,57%,43%,52%,48%,13,11,9,10,3,2,3,3
19-20,8,Werder Bremen ,Hertha BSC ,1,1,1,0,16,12,"119,07 km","115,98 km",546,483,456,399,90,84,84%,83%,53%,47%,34%,66%,9,12,11,8,0,1,7,5
19-20,8,Fortuna Düsseldorf ,1. FSV Mainz 05 ,1,0,0,0,20,7,"109,03 km","107,56 km",458,386,378,304,80,82,83%,79%,56%,44%,57%,43%,11,18,17,11,0,3,8,1
19-20,8,FC Augsburg ,Bayern München ,2,2,1,1,9,24,"119,21 km","111,47 km",204,766,128,693,76,73,63%,90%,22%,78%,35%,65%,11,7,6,10,3,0,3,7
19-20,8,1. FC Union Berlin ,SC Freiburg ,2,0,1,0,16,12,"124,39 km","119,57 km",346,551,255,437,91,114,74%,79%,39%,61%,45%,55%,21,13,13,21,1,1,3,4
19-20,8,Borussia Dortmund ,Bor. Mönchengladbach ,1,0,0,0,16,14,"115,93 km","116,56 km",484,403,387,307,97,96,80%,76%,54%,46%,56%,44%,13,16,15,13,4,1,10,8
19-20,8,1. FC Köln ,SC Paderborn 07 ,3,0,1,0,17,9,"119,57 km","119,54 km",391,537,297,462,94,75,76%,86%,42%,58%,60%,40%,7,8,7,6,1,1,6,9
19-20,8,TSG Hoffenheim ,FC Schalke 04 ,2,0,0,0,9,11,"115,76 km","114,87 km",349,474,257,388,92,86,74%,82%,42%,58%,50%,50%,12,16,14,12,1,3,3,8
19-20,9,1. FSV Mainz 05 ,1. FC Köln ,3,1,1,1,18,17,"113,14 km",113 km,370,405,286,309,84,96,77%,76%,48%,52%,44%,56%,20,9,9,20,1,1,5,10
19-20,9,Bayern München ,1. FC Union Berlin ,2,1,1,0,20,6,"114,56 km","119,05 km",671,343,590,261,81,82,88%,76%,66%,34%,54%,46%,10,16,15,9,2,4,8,2
19-20,9,Hertha BSC ,TSG Hoffenheim ,2,3,0,2,13,17,"112,6 km","114,9 km",375,511,296,412,79,99,79%,81%,43%,57%,50%,50%,17,11,11,17,3,2,4,4
19-20,9,SC Freiburg ,RB Leipzig ,2,1,1,0,14,24,"118,02 km","117,34 km",378,592,300,513,78,79,79%,87%,40%,60%,41%,59%,9,9,9,9,3,1,5,4
19-20,9,FC Schalke 04 ,Borussia Dortmund ,0,0,0,0,14,8,"112,98 km","112,6 km",353,484,266,382,87,102,75%,79%,43%,57%,45%,55%,9,9,6,8,5,1,8,2
19-20,9,SC Paderborn 07 ,Fortuna Düsseldorf ,2,0,1,0,14,18,"113,48 km","106,88 km",363,382,267,286,96,96,74%,75%,49%,51%,45%,55%,23,16,16,23,2,1,4,7
19-20,9,Bayer 04 Leverkusen ,Werder Bremen ,2,2,1,1,24,11,"120,12 km","117,64 km",512,333,436,244,76,89,85%,73%,62%,38%,53%,47%,14,13,13,12,2,0,10,1
19-20,9,VfL Wolfsburg ,FC Augsburg ,0,0,0,0,14,10,"116,71 km","114,44 km",438,340,325,236,113,104,74%,69%,57%,43%,51%,49%,14,14,13,11,3,1,5,3
19-20,9,Bor. Mönchengladbach ,Eintracht Frankfurt ,4,2,2,0,13,15,"123,4 km","119,61 km",418,422,311,313,107,109,74%,74%,49%,51%,51%,49%,13,15,11,12,1,4,5,6
19-20,10,TSG Hoffenheim ,SC Paderborn 07 ,3,0,3,0,12,9,"118,22 km","119,46 km",779,441,733,389,46,52,94%,88%,63%,37%,53%,47%,7,12,12,7,2,1,4,4
19-20,10,Borussia Dortmund ,VfL Wolfsburg ,3,0,0,0,17,12,"118,95 km","116,44 km",641,342,548,256,93,86,85%,75%,65%,35%,50%,50%,12,19,18,12,1,2,7,2
19-20,10,RB Leipzig ,1. FSV Mainz 05 ,8,0,5,0,18,9,"114,82 km","110,22 km",730,349,642,258,88,91,88%,74%,68%,32%,43%,57%,11,7,7,10,0,2,3,4
19-20,10,Bayer 04 Leverkusen ,Bor. Mönchengladbach ,1,2,1,2,25,10,"120,93 km","121,58 km",552,370,454,272,98,98,82%,74%,61%,39%,56%,44%,13,9,8,13,3,4,13,0
19-20,10,Eintracht Frankfurt ,Bayern München ,5,1,2,1,17,8,"117,21 km","103,64 km",391,593,303,506,88,87,77%,85%,40%,60%,47%,53%,14,7,7,12,2,3,3,0
19-20,10,Werder Bremen ,SC Freiburg ,2,2,1,1,21,13,"117,85 km","116,17 km",437,511,350,431,87,80,80%,84%,46%,54%,47%,53%,18,10,9,17,0,2,5,0
19-20,10,1. FC Union Berlin ,Hertha BSC ,1,0,0,0,14,7,"115,57 km","110,73 km",447,377,332,278,115,99,74%,74%,54%,46%,45%,55%,14,10,9,14,3,1,1,4
19-20,10,Fortuna Düsseldorf ,1. FC Köln ,2,0,1,0,9,8,"109,13 km","108,21 km",301,476,207,384,94,92,69%,81%,39%,61%,54%,46%,11,20,20,11,0,2,3,4
19-20,10,FC Augsburg ,FC Schalke 04 ,2,3,1,1,12,10,"115,21 km","115,21 km",263,544,168,452,95,92,64%,83%,33%,67%,48%,52%,13,11,10,12,2,3,1,6
19-20,11,1. FC Köln ,TSG Hoffenheim ,1,2,1,0,11,15,"114,68 km","115,51 km",390,477,311,389,79,88,80%,82%,45%,55%,53%,47%,21,14,14,20,0,0,5,7
19-20,11,Hertha BSC ,RB Leipzig ,2,4,1,2,7,10,"112,03 km","117,96 km",365,586,250,467,115,119,68%,80%,38%,62%,45%,55%,12,12,11,9,2,2,0,5
